railroadcode,railroadname,year,incidentnumber,incidentyear,incidentmonth,maintenanceincicidentrai,maintenancerailroadname,maintainenanceincidentnumber,maintenanceincidentyear,maintenanceincidentmonth,gradecrossingid,date,month,day,hour,minute,ampm,time,neareststation,division,countycode,countyname,statecode,statename,highwayname,publicprivatecode,publicprivate,highwayusercode,highwayuser,estimatedvehiclespeed,highwayuserpositioncode,highwayuserposition,equipmentinvolvedcode,equipmentinvolved,railroadcarunitposition,equipmentstruckcode,equipmentstruck,hazmatinvolvementcode,hazmatinvolvement,hazmatreleasedbycode,temperature,visibilitycode,visibility,weatherconditioncode,weathercondition,equipmenttypecode,equipmenttype,tracktypecode,tracktype,trackname,trackclass,numberoflocomotiveunits,numberofcars,trainspeed,estimatedrecordedspeedcode,traindirectioncode,traindirection,crossingwarningexpandedcode1,crossingwarningexpandedcode2,crossingwarningexpandedcode3,crossing_warning_expanded_code_12,crossingwarningexpanded1,crossingwarningexpanded2,crossingwarningexpanded3,crossing_warning_expanded_12,crossingwarningcode,crossingwarning,crossingwarninglocationcode,crossingwarninglocation,warningconnectedtosignal,crossingilluminated,viewobstructioncode,viewobstruction,userskilledforreportingr,usersinjuredforreporting,vehicledamagecost,numbervehicleoccupants,employeeskilledforreport,employeesinjuredforrepor,numberpeopleontrain,form54filed,passengerskilledforrepor,passengersinjuredforrepo,narrative,totalkilledform57,totalinjuredform57,railroadtype,railroadreporting,personskilledforreportin,totalinjuredform55a,district,whistlebancode,whistleban,reportkey,reporting_railroad_company_grouping,reporting_railroad_class,reporting_railroad_smt_grouping,reporting_parent_railroad_code,reporting_parent_railroad_name,reporting_railroad_holding_company,maintenance_railroad_grouping,maintenance_railroad_class,maintenance_railroad_smt_grouping,maintenance_parent_railroad_code,maintenance_parent_railroad_name,maintenance_railroad_holding_company,cityname,vehicledirectioncode,vehicledirection,userstruckbysecondtraincode,highwayuseractioncode,highwayuseraction,driverpassedvehicle,driverconditioncode,drivercondition,driverinvehicle,crossingwarningexpandedcode4,crossingwarningexpanded4,userage,usergender,crossingwarningexpandedcode5,crossingwarningexpanded5,hazmatreleasedby,subdivision,roadwayconditioncode,roadwaycondition,videotaken,videoused,crossingwarningexplanationcode,crossingwarningexplanation
LI,Long Island Rail Road,1984,TS841113,84,11,LI,Long Island Rail Road,TS841113,84,11,338155E,1984-11-30T00:00:00.000,11,30,02,59,AM,2:59 AM,FARMINGDALE,,059,NASSAU,36,NEW YORK,MAIN STREET,Y,Public,A,Auto,10,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,55.0,4,Dark,1,Clear,1,Freight Train,1,Main,#1 MAIN,4,2.0,27.0,15,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,0.0,2.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LITS841113198411,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,FARMINGDALE,2,South,No,1,Went around the gate,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1984,TS841010,84,10,LI,Long Island Rail Road,TS841010,84,10,338133E,1984-10-06T00:00:00.000,10,06,03,45,AM,3:45 AM,AMAGANSETT,,103,SUFFOLK,36,NEW YORK,NAPEAGUE MEADOW RD,Y,Public,A,Auto,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,60.0,4,Dark,2,Cloudy,2,Passenger Train - Pulling,1,Main,#2 MONTAUK,4,2.0,5.0,30,E,3,East,1,,,3,Gates,,,Standard FLS,1,Provided minimum 20-second warning,1,Both sides,Unknown,Unknown,8,Not obstructed,0.0,0.0,1500.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LITS841010198410,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,EAST HAMPTON,2,South,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1984,TS840905,84,09,LI,Long Island Rail Road,TS840905,84,09,338028D,1984-09-27T00:00:00.000,09,27,09,02,AM,9:02 AM,ISLIP,,103,SUFFOLK,36,NEW YORK,BRENTWOOD AVENUE,Y,Public,K,Pedestrian,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,60.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,#2 MONTAUK,4,2.0,6.0,45,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,Yes,Yes,8,Not obstructed,0.0,0.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LITS840905198409,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,ISLIP,1,North,No,4,Stopped on crossing,No,,,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1984,TS840908,84,09,LI,Long Island Rail Road,TS840908,84,09,338152J,1984-09-30T00:00:00.000,09,30,03,34,PM,3:34 PM,BETHPAGE,,059,NASSAU,36,NEW YORK,BROADWAY,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,80.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,#1 MAIN,4,2.0,5.0,10,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,Unknown,No,8,Not obstructed,0.0,1.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,1.0,3L,1,0.0,1.0,1,,,LITS840908198409,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,OYSTER BAY,1,North,Yes,4,Stopped on crossing,No,,,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1976,EQ760154,76,01,,,,,,2338091,1976-01-09T00:00:00.000,01,09,10,59,AM,10:59 AM,WESTHAMPTON,,103,SUFFOLK,36,NEW YORK,HAMPTON BLVD,Y,Public,A,Auto,10,3,Moving over crossing,1,Train (units pulling),1,2,Rail equipment struck by highway user,4,Neither,,22.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,2,2.0,5.0,27,E,3,East,3,,,6,Standard FLS,,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,150.0,2.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,,,,LIEQ760154197601,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,,,,,,,2,South,No,3,Did not stop,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1977,TS771203,77,12,LI,Long Island Rail Road,TS771203,77,12,0338297,1977-12-28T00:00:00.000,12,28,03,35,PM,3:35 PM,GLEN HEAD,,059,NASSAU,36,NEW YORK,GLENWOOD ROAD,Y,Public,A,Auto,,3,Moving over crossing,8,Other,1,1,Rail equipment struck highway user,4,Neither,,20.0,2,Day,1,Clear,4,Work train,1,Main,NO 2 TRACK,4,0.0,1.0,2,E,4,West,1,3,6,11,Gates,Standard FLS,Audible,Other,,,1,Both sides,No,Unknown,4,Topography,0.0,0.0,200.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS771203197712,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,GLEN HEAD,4,West,No,3,Did not stop,,3,Uninjured,Yes,7,Crossbucks,,,,,,,,,,,,
LI,Long Island Rail Road,1977,TS771104,77,11,LI,Long Island Rail Road,TS771104,77,11,338369W,1977-11-11T00:00:00.000,11,11,03,54,PM,3:54 PM,HEWLETT,,059,NASSAU,36,NEW YORK,WEST BROADWAY,Y,Public,A,Auto,,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,45.0,2,Day,2,Cloudy,2,Passenger Train - Pulling,1,Main,NO 2 TRACK,4,6.0,6.0,30,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,1,Permanent structure,0.0,0.0,500.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS771104197711,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,HEWLETT,2,South,No,4,Stopped on crossing,,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1977,TS771103,77,11,LI,Long Island Rail Road,TS771103,77,11,338369W,1977-11-11T00:00:00.000,11,11,03,54,PM,3:54 PM,HEWLETT,,059,NASSAU,36,NEW YORK,WEST BROADWAY,Y,Public,A,Auto,,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,45.0,2,Day,2,Cloudy,2,Passenger Train - Pulling,1,Main,NO 2 TRACK,4,6.0,6.0,30,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,1,Permanent structure,0.0,0.0,1500.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS771103197711,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,HEWLETT,2,South,No,4,Stopped on crossing,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1977,TS771006,77,10,LI,Long Island Rail Road,TS771006,77,10,338374T,1977-10-09T00:00:00.000,10,09,12,15,AM,12:15 AM,WOODMERE,,059,NASSAU,36,NEW YORK,PROSPECT AVENUE,Y,Public,A,Auto,,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,50.0,4,Dark,2,Cloudy,2,Passenger Train - Pulling,1,Main,NO 2 TRACK,3,6.0,6.0,30,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,500.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS771006197710,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,CEDARHURST,,,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1977,TS771005,77,10,LI,Long Island Rail Road,TS771005,77,10,338145Y,1977-10-19T00:00:00.000,10,19,02,15,PM,2:15 PM,MINEOLA,,059,NASSAU,36,NEW YORK,ROSLYN ROAD,Y,Public,A,Auto,15,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,57.0,2,Day,2,Cloudy,2,Passenger Train - Pulling,1,Main,NO 2 TRACK,4,8.0,8.0,30,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,800.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,1L,1,0.0,0.0,1,,,LITS771005197710,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,MINEOLA,1,North,No,1,Went around the gate,Yes,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1977,TS771004,77,10,LI,Long Island Rail Road,TS771004,77,10,338323H,1977-10-04T00:00:00.000,10,04,10,05,PM,10:05 PM,NORTHPORT,,103,SUFFOLK,36,NEW YORK,LARKFIELD AVENUE,Y,Public,K,Pedestrian,,3,Moving over crossing,8,Other,1,1,Rail equipment struck highway user,4,Neither,,58.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,4,2.0,3.0,15,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Yes,8,Not obstructed,1.0,0.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,1.0,1L,1,1.0,0.0,1,,,LITS771004197710,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,EAST NORTHPORT,1,North,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1984,TS840818,84,08,LI,Long Island Rail Road,TS840818,84,08,338310G,1984-08-02T00:00:00.000,08,02,05,55,PM,5:55 PM,SYOSSET,,059,NASSAU,36,NEW YORK,COLD SPRING RD,Y,Public,A,Auto,,3,Moving over crossing,1,Train (units pulling),8,2,Rail equipment struck by highway user,4,Neither,,78.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,#2 PORT JEFFERSON,4,8.0,0.0,30,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,Yes,Unknown,8,Not obstructed,0.0,0.0,1000.0,0.0,0.0,0.0,,Yes,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LITS840818198408,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,SYOSSET,1,North,No,1,Went around the gate,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1984,TS840819,84,08,LI,Long Island Rail Road,TS840819,84,08,338133E,1984-08-04T00:00:00.000,08,04,10,50,PM,10:50 PM,AMAGANSETT,,103,SUFFOLK,36,NEW YORK,NAPEAGUE MEADOW RD,Y,Public,A,Auto,0,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,65.0,4,Dark,4,Fog,2,Passenger Train - Pulling,1,Main,MONTAUK BR-SINGLE TR,4,2.0,5.0,65,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,0.0,0.0,4000.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LITS840819198408,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,EAST HAMPTON,1,North,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1984,TS840820,84,08,LI,Long Island Rail Road,TS840820,84,08,338346P,1984-08-17T00:00:00.000,08,17,06,42,AM,6:42 AM,PORT JEFFERSON,,103,SUFFOLK,36,NEW YORK,MAIN ST,Y,Public,A,Auto,0,2,Stopped on crossing,6,Light loco(s) (moving),1,1,Rail equipment struck highway user,4,Neither,,72.0,2,Day,1,Clear,8,Light loco(s),2,Yard,#3 YD TRACK,3,1.0,0.0,5,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,Yes,Unknown,8,Not obstructed,0.0,0.0,200.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LITS840820198408,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,BROOKHAVEN,2,South,No,4,Stopped on crossing,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1984,TS840705,84,07,LI,Long Island Rail Road,TS840705,84,07,338145Y,1984-07-22T00:00:00.000,07,22,06,48,AM,6:48 AM,MINEOLA,,059,NASSAU,36,NEW YORK,ROSLYN RD,Y,Public,B,Truck,60,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,75.0,1,Dawn,1,Clear,2,Passenger Train - Pulling,1,Main,#1 MAIN,4,1.0,10.0,60,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,Yes,Unknown,8,Not obstructed,0.0,0.0,8500.0,0.0,0.0,0.0,,Yes,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LITS840705198407,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,MINEOLA,2,South,No,1,Went around the gate,No,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1984,TS840709,84,07,LI,Long Island Rail Road,TS840709,84,07,338140P,1984-07-23T00:00:00.000,07,23,05,55,PM,5:55 PM,NEW HYDE PARK,,059,NASSAU,36,NEW YORK,12TH ST,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,85.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,#2 MAIN,4,6.0,0.0,65,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,Yes,Unknown,8,Not obstructed,1.0,0.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,1.0,0.0,3L,1,1.0,0.0,1,,,LITS840709198407,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,NEW HYDE PARK,2,South,Yes,4,Stopped on crossing,No,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,1986,TS861105,86,11,LI,Long Island Rail Road,TS861105,86,11,338074E,1986-11-13T00:00:00.000,11,13,07,50,AM,7:50 AM,CENTER MORICHES,,103,SUFFOLK,36,NEW YORK,BROOKFIELD AVE,Y,Public,A,Auto,10,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,39.0,2,Day,3,Rain,2,Passenger Train - Pulling,1,Main,#1 MONTAUK,4,2.0,6.0,50,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,0.0,2000.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LITS861105198611,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,TOWN OF BROOKHAVEN,1,North,No,1,Went around the gate,No,3,Uninjured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1986,TS861107,86,11,LI,Long Island Rail Road,TS861107,86,11,338341F,1986-11-17T00:00:00.000,11,17,04,30,AM,4:30 AM,STONY BROOK,,103,SUFFOLK,36,NEW YORK,OLD PARSONAGE RD,Y,Public,A,Auto,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,40.0,1,Dawn,2,Cloudy,2,Passenger Train - Pulling,1,Main,#1 PORT JEFFERSON,4,2.0,5.0,45,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,0.0,100.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LITS861107198611,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,TOWN OF BROOKHAVEN,,,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1986,TS861208,86,12,LI,Long Island Rail Road,TS861208,86,12,338284U,1986-12-30T00:00:00.000,12,30,07,01,PM,7:01 PM,GREENPORT,,103,SUFFOLK,36,NEW YORK,SILVERMERE RD,Y,Public,B,Truck,0,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,35.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,#1 MAIN,4,1.0,10.0,45,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,4,Alleged no warning,1,Both sides,No,No,2,Standing railroad equipment,0.0,0.0,100.0,1.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LITS861208198612,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,SOUTHOLD,2,South,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
LI,Long Island Rail Road,1986,TS861201,86,12,LI,Long Island Rail Road,TS861201,86,12,338297V,1986-12-20T00:00:00.000,12,20,08,38,PM,8:38 PM,GLEN HEAD,,059,NASSAU,36,NEW YORK,GLEN HEAD RD,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,30.0,4,Dark,2,Cloudy,2,Passenger Train - Pulling,1,Main,#1 OYSTER BAY,4,1.0,4.0,25,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,1,Permanent structure,0.0,1.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,1.0,3L,1,0.0,1.0,1,,,LITS861201198612,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,GLEN COVE,1,North,No,4,Stopped on crossing,No,2,Injured,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1986,TS860902,86,09,LI,Long Island Rail Road,TS860902,86,09,338147M,1986-09-04T00:00:00.000,09,04,06,00,PM,6:00 PM,WESTBURY,,059,NASSAU,36,NEW YORK,URBAN AVE,Y,Public,A,Auto,45,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,63.0,2,Day,2,Cloudy,1,Freight Train,1,Main,#2 MAIN,4,1.0,12.0,60,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,1.0,0.0,10000.0,1.0,0.0,0.0,,Yes,0.0,0.0,NoneNoneNoneNoneNone,1.0,0.0,3L,1,1.0,0.0,1,,,LITS860902198609,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,NORTH HEMPSTEAD,2,South,No,1,Went around the gate,No,1,Killed,Yes,,,,,,,,,,,,,,
LI,Long Island Rail Road,1986,TS861005,86,10,LI,Long Island Rail Road,TS861005,86,10,338191A,1986-10-16T00:00:00.000,10,16,10,46,PM,10:46 PM,CALVERTON,,103,SUFFOLK,36,NEW YORK,CONNECTICUT AVE,Y,Public,M,Other,0,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,,40.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,#1 MAIN,4,2.0,8.0,40,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,0.0,2000.0,0.0,0.0,0.0,,No,0.0,0.0,NoneNoneNoneNoneNone,0.0,0.0,3L,1,0.0,0.0,1,,,LITS861005198610,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,TOWN OF BROOKHAVEN,2,South,No,4,Stopped on crossing,No,3,Uninjured,No,,,,,,,,,,,,,,
